Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
a governor is,102,0.674509803,2.400980388,1.402941172,1.320492425,0.98146134,1.314613661
a graduate student is,91,2.18131867,0.975824178,0.862637362,1.263585028,1.484238727,1.407807456
a grandchild is,104,2.668932023,-1.098076923,2.43942307,1.319984338,1.911182258,1.07589821
a granddaughter is,93,2.331182786,0.213978496,1.562365586,1.44010707,1.614243077,1.362296166
a grandfather is,97,2.380412362,1.220618553,-0.909278346,1.379510719,1.320269711,1.437958802
a grandma is,101,2.341584144,-0.0990099,-1.238613856,1.315390988,1.709122292,1.510627034
a grandmother is,114,2.457017539,0.71403509,-0.939823006,1.347299455,1.747507807,1.544202281
a grandparent is,94,2.642553181,1.34361702,-0.943617019,1.327823785,1.623056883,1.322961692
a grandson is,92,2.351086951,0.223913044,1.865217379,1.433162532,1.628548164,1.336917456
a granny is,104,2.409615381,-9.62E-04,-1.212499994,1.266791624,1.880585275,1.474619413
a grind is,89,-0.344943823,0.369318183,0.705681815,1.575740166,1.444478826,1.60289665
a grouch is,102,-2.074509801,-0.90490196,-0.250980399,1.286693994,1.614928953,1.684098316
a grownup is,103,1.182524263,1.621359221,0.637864077,1.308975577,1.098809562,1.131900751
a guest is,96,1.208333324,-0.402083333,-0.198958334,1.090404713,1.020524032,1.053065175
a gunman is,97,-2.115463917,1.799999996,1.678350507,1.518931931,1.700245075,1.548334236
a guy is,115,0.842608688,1.072173908,0.729565212,1.216268432,1.182811679,1.109763197
a hacker is,98,-1.70721649,1.71428571,0.294897953,1.655561803,1.24792611,1.845606224
a hairdresser is,100,1.500999985,0.159000001,1.442999987,1.268220329,1.204712551,1.101170621
a hairstylist is,134,1.512686554,0.314179106,1.341791041,1.293675853,1.305405358,1.438634401
a half brother is,135,1.256296289,0.320740741,0.402962963,1.373556629,1.001349556,0.954403829
a half sister is,98,1.165306119,0.174489796,0.335714287,1.460483051,0.864811668,0.964338348
a half wit is,106,-1.476415086,-2.245283007,-1.396226408,1.459716334,1.165302503,1.598506706
a handicapped person is,100,0.612,-1.100999993,-1.055999998,1.476911876,1.395048596,1.371154489
a handyman is,101,2.056435636,0.923762372,1.54356435,1.295794416,1.334702094,1.222981259
a has been is,98,-1.425510201,-2.223469385,-1.363265301,1.148760985,1.071447723,1.392571437
a heel is,100,-0.239999997,-0.051999998,0.183999998,1.775193828,1.455500177,1.458913392
a helper is,102,2.799019594,1.138235294,0.866666658,0.891155124,1.568125841,1.309397353
a henchman is,99,-1.954545459,0.662626256,0.766666666,1.356185589,1.848859865,1.682927472
a hermit is,102,-0.082352949,-1.499019603,-2.484313715,1.504015206,1.529090521,1.400052689
a hero is,101,3.240594056,2.987128711,2.360396032,0.933292905,1.107037791,1.104362185
a heterosexual is,88,1.069318178,0.627272726,0.271590906,1.370322379,1.104507715,0.82642406
a hick is,104,-0.53076923,-0.942307685,-0.254807689,1.490362367,1.33559864,1.691720537
a hillbilly is,91,-0.448888887,-0.951648346,0.138461537,1.172651309,1.394860611,1.825119118
a Hindu is,104,1.149038451,0.213461538,-0.748076923,1.344243034,1.088515301,1.096506431
a hippie is,95,0.705263158,-0.758947369,-0.748421052,1.487849264,1.30469648,1.658496041
a hipster is,93,-0.158064518,-0.691397849,0.564516128,1.9078398,1.498525062,1.538819789
a Hispanic American is,98,0.629591835,-0.173469386,0.706122446,1.44252136,0.944823222,1.08036041
a Hispanic man is,92,0.913043474,0.054347828,0.874999994,1.601731028,1.329497388,1.425792619
a Hispanic woman is,97,0.831249995,0.254166662,0.981249996,1.250710319,1.21507345,1.320391688
a homeless person is,107,-0.497196261,-2.562616817,-1.297196256,1.45669941,1.32832164,1.361911659
a homosexual is,103,0.662745092,0.074509803,0.507766987,1.704038391,1.253958975,1.192023261
a hooker is,134,-1.257894736,-1.126865663,1.840601497,1.869986652,1.777476626,1.28823567
a host is,103,1.719417472,1.493203881,1.552427167,1.082304935,0.959704013,1.164326328
a hostage is,97,-0.74226804,-3.040206179,-1.922680414,1.809110907,1.210170429,1.398027273
a hostess is,95,1.669473672,0.278947367,1.410526305,1.070401952,1.354417096,1.350766017
a hothead is,101,-2.285148513,-0.129702966,2.590098996,1.163991937,1.711463954,1.203453776
a hotshot is,99,-0.693939391,1.014141413,2.277777763,1.408706033,1.453708138,1.055360999
a housebreaker is,79,-2.642307696,0.6025641,1.069230764,1.278749314,1.466064116,1.735669155
a houseguest is,104,1.28653845,-0.304807691,0.117307694,1.130860791,0.801622115,1.079683721
a housekeeper is,100,1.986999996,-0.580999998,1.193999994,1.278782173,1.374640079,1.55782936
a housewife is,90,1.982022457,0.247777781,0.891111109,1.408542261,1.691102144,1.572062575
a humanist is,98,1.911224477,0.684693873,0.41530612,1.383472583,1.086121629,1.248615894
a hunk is,95,0.922105259,1.594736845,0.609473684,1.328987688,1.171865992,1.212354284
a husband is,106,1.772641496,1.155660369,0.676415088,1.418149894,1.251671651,1.242390301
a hypochondriac is,94,-1.515957446,-1.585106368,0.944680843,1.085614952,1.153392128,1.534381377
a hypocrite is,102,-2.874509794,-1.228431365,1.021568619,0.782821288,1.76631727,1.415936682
a jackass is,102,-2.289215683,-0.958823529,1.889215675,1.438915077,1.724853437,1.70136269
a janitor is,98,1.528571418,-1.061224487,0.689795907,1.26938575,1.453373797,1.5340459
a jerk is,101,-2.944554452,-0.634653461,1.849504942,0.868271307,1.987130372,1.547812889
a Jew is,101,1.323762363,0.497029701,0.187128713,1.417543537,0.983611245,0.937300733
a jeweler is,99,1.251515147,0.380808081,-0.279797979,1.315865788,1.204725118,1.395472253
a job seeker is,97,1.672164935,-0.770103085,1.336082471,1.41478371,1.578314296,1.292622135
a jobless person is,98,-0.623469387,-2.047959168,-1.165306118,1.053399111,1.143536703,1.291614666
a jock is,99,0.422222213,1.355555556,2.487878772,1.580206354,1.615816107,1.223934171
a journalist is,88,1.137499995,1.364772722,1.415909079,1.256734726,1.125160503,1.39612652
a judge is,103,1.311650478,2.654368927,0.152427186,1.505304404,1.203082369,1.840920729
a junkie is,102,-2.620588237,-2.48333332,-0.331372553,1.445398184,1.242728011,2.074120599
a juror is,89,1.414606729,1.843820224,-0.533707864,1.311102109,1.28434234,1.487901493
a jury foreman is,97,1.258762874,1.649484522,0.234020617,1.125069668,1.065962358,1.23810057
a juvenile is,102,0.392156857,-1.330392151,1.914705876,1.540649613,1.323421093,1.222025348
a kid is,104,1.729807687,-1.229807685,2.541346139,1.499053405,1.773531372,1.009336087
a kidnapper is,100,-3.672000003,1.522000001,1.276999995,0.509521472,2.14507092,2.156074571
a killjoy is,90,-2.465555547,-0.192222226,0.344444439,1.171397047,1.92635347,1.995056307
a klutz is,103,-1.045631065,-1.335922327,0.821359223,1.086799281,1.037422742,1.451412455
a know it all is,103,-1.396116502,-0.251456313,1.743689315,1.674369791,1.775644813,1.570791603
a kook is,89,-1.038636363,-0.673033703,1.312643669,1.418630696,1.427232218,1.457682498
a labor union leader is,105,1.098095227,2.18666666,1.969523796,1.549068005,1.057033826,1.094929202
a laborer is,99,1.643434331,-0.058585857,1.684848479,1.31344395,1.577391933,1.263326001
a lackey is,86,-1.202380945,-1.862790692,-0.316470589,1.253234471,1.400760002,1.581729537
a lady is,103,2.050485431,0.565048543,-0.245631069,1.36438407,1.462519231,1.179712217
a laid off worker is,95,-1.338947371,-2.263157888,-1.417894739,1.702832105,1.49467513,1.542240634
a landlady is,104,0.771153841,1.508653837,0.403846153,1.279917546,1.098022102,1.228379866
a landlord is,106,0.591428572,2.089622641,0.270476187,1.326295753,1.000850048,1.384107863
a landscape architect is,100,1.666999992,1.020999996,0.363999994,1.193336292,1.305798641,1.538103237
a landscaper is,101,1.460396037,0.192079202,1.37821781,1.260006283,1.386122878,1.438096229
a law student is,96,1.212631567,0.717708333,0.977083326,1.2818074,1.352346483,1.612874452
a lawyer is,101,0.499999999,2.331683159,1.891089094,1.546673848,1.044885706,1.167912575
a leader is,105,2.067619041,2.865384613,1.980952373,1.465861206,1.084020679,1.244533836
a lecturer is,101,1.283168308,1.336633659,0.689108907,1.124194748,1.213154792,1.63657575
a legislator is,93,0.222580643,1.776344078,0.872042998,1.488443084,1.442250494,1.621684939
a lesbian is,113,0.528318579,-0.155752211,0.385840704,1.825781086,1.310257471,0.99101924
a liar is,100,-3.050000003,-0.824999993,0.90399999,0.904813175,1.975372363,1.794881603
a liberal is,99,0.665656553,0.464646464,0.967676762,1.816037481,1.221183193,1.413479432
a libertarian is,97,0.765979377,0.172164952,0.699999999,1.407782426,1.170091011,1.329865273
a librarian is,107,2.116822416,0.308411212,-1.609345792,1.411909313,1.45958908,1.384382751
a library assistant is,95,1.829473683,-0.299999994,-1.618947367,1.126930847,1.487894411,1.395684443
a little brother is,104,2.029126205,-0.903846154,2.109708722,1.365587646,1.518553415,1.26417566
a little sister is,100,2.080999986,-0.422999992,1.483999995,1.289483093,1.563979319,1.224804249
a loafer is,99,-1.604040397,-2.106060599,-2.379797982,1.426564245,1.130813163,1.424922465
a loan shark is,135,-2.446666663,1.885185178,1.704444437,1.176181527,1.41207577,1.368017773
a lobby attendant is,103,1.233980578,-0.405825241,0.205825243,1.074896563,1.350658888,1.559589256
a lobbyist is,106,-0.903809522,1.751428561,2.069811307,1.651801099,1.334174645,1.240519841
a locksmith is,107,1.805607464,1.329906539,0.251401868,1.347032493,1.143167968,1.610013731
a logger is,96,0.812499992,1.526315787,2.257894725,1.309338912,1.382582419,1.040824032
a loner is,104,-0.241346154,-1.067307687,-1.849038455,1.335229192,1.480910391,1.366378188
a loser is,97,-2.284536076,-2.684536073,-1.32268041,1.294164807,1.104285235,1.504542091
a louse is,88,-2.494318166,-1.210227274,-0.407954545,1.196100751,1.718596042,1.768512693
a lout is,76,-2.554054044,-0.74054054,0.657333336,0.965882262,2.012761943,1.97389539
a lover is,104,2.80673076,2.024038457,0.892307683,1.07335464,1.281041383,1.41309357
a lunatic is,88,-2.155681809,-0.362499992,1.874999995,1.372208383,1.818254327,1.446855491
a machine operator in a factory is,93,1.475268815,0.141935489,1.859139775,1.45180966,1.825086209,1.573644099
a machine repairer,105,1.9576923,1.289423073,1.524761899,1.235533162,1.156066165,1.366831042
a madman is,104,-2.703846145,0.686538463,2.257692296,1.094374239,1.809095553,1.254869528
a mafioso is,88,-2.327272726,2.125000005,1.599999992,1.549098913,1.42298456,1.410469885
a magician is,102,1.249019606,1.151960786,1.752941171,1.228679162,1.257431798,1.20121274
a maid is,101,1.702970284,-1.017821779,0.9881188,1.25526534,1.309839373,1.665009726
a maiden is,106,1.080188675,-0.46698113,-0.407547169,1.260114865,1.21182441,1.193450229
a mail carrier is,101,1.957425738,0.194059404,1.0960396,1.141170149,1.324826164,1.51848087
a malcontent is,88,-2.086046506,-0.655681815,0.570114938,1.137713159,1.552147783,1.667201718
a male is,96,0.745263153,1.195833327,1.05625,1.280605605,1.35645952,1.273686115
a malingerer is,74,-1.632432421,-1.436986293,-1.071232871,1.554587379,1.452249854,1.832081344
a man is,91,0.985555541,1.22967033,0.688888884,1.521055294,1.243069192,1.187996555
a manager is,191,1.123560206,1.917801041,1.369999991,1.173084053,0.960973948,1.178733508
a manager of branch store is,106,1.246666658,1.654716974,1.538679231,1.17146084,1.151986444,1.222220512
a maniac is,135,-2.642962961,0.528888893,2.735555543,1.121269324,1.78274761,0.971954996
a Marine Corps enlistee is,136,1.846323522,0.901470593,1.816176455,1.475122493,1.784874114,1.288882403
a Marine Corps officer is,98,1.739795914,2.295918363,1.968367341,1.746793222,1.326565859,1.416078283
a Marine Corps reservist is,89,2.102272714,1.951685391,1.791011233,1.434306851,1.344357939,1.321813533
a marine is,104,2.267961157,2.548076911,2.404807681,1.505298714,1.191147019,0.980625893
a mastermind is,101,1.239603954,2.723762372,1.107920787,1.656144868,1.072580862,1.80624932
a maverick is,107,0.882242983,1.502803733,1.768224294,1.379691852,1.197517706,1.117071482
a mayor is,95,0.79473684,2.114736837,1.439999991,1.29896591,1.098545304,1.310302863
a mechanical engineer is,94,2.106382972,1.696808508,1.253763444,1.357005595,1.366138276,1.458972184
a medic is,94,3.03191489,2.252127651,2.324468081,1.025504105,1.232510222,1.322484315
a menace is,106,-2.837735846,1.137735843,2.008490546,1.132418636,1.687909536,1.267402128
a mental case is,103,-1.760194172,-1.328155331,0.647572813,1.369080109,1.535106651,1.63969417
a mental patient is,88,-0.679310344,-1.802272716,-0.056818183,1.254493127,1.352560554,1.56600343
a mentor is,88,2.7556818,2.219318173,0.556818179,0.971769086,0.973423624,1.470772355
a merchant is,103,1.270873773,1.148543688,1.344660187,1.263486525,1.100700671,1.134549064
a Methodist is,95,0.642105262,0.231578949,-0.124210526,1.446461484,0.879102927,1.16369878
a midget is,101,0.57425742,-1.056435641,0.082178216,1.271900418,1.446956517,1.186793667
a migrant worker is,98,0.62755102,-1.289795911,0.929591834,1.327099036,1.309717026,1.432624943
a millionaire is,100,1.05353535,2.727999996,1.316161612,1.622753582,1.1978162,1.480327254
a miner is,103,1.353398047,0.548543685,1.782524263,1.241268755,1.54303393,1.256389716
a minister is,136,1.418382348,1.406617642,0.524264699,1.645339199,1.390720682,1.54274868
a minor is,98,0.796907212,-1.698979579,1.056122448,1.246700107,1.22831666,1.582186033
a minority is,115,0.491304347,-0.930434771,0.121929821,1.345334049,1.45777851,1.14472694
a miser is,80,-1.00249999,-0.137499996,-0.865000002,1.472187294,1.591223944,1.356102004
a missionary is,101,1.24752474,0.771287122,0.558415834,2.296240139,1.525603914,1.736794008
a mistress is,102,-1.799019606,-0.381372548,0.303921566,1.6849065,1.79270968,1.546501741
a mobster is,98,-2.789795914,2.320408155,1.830612237,1.196773138,1.146663395,1.603566133
a Mormon is,106,0.497169802,0.18773585,-0.063207551,1.455201338,1.069374799,1.293156013
a moron is,101,-2.337623758,-1.870297033,-0.04950495,1.188684273,1.447034521,2.116110755
a motel owner is,104,0.891346149,0.80288461,0.686538456,1.147061295,1.012298805,1.17233959
a mother in law is,102,0.804901957,0.599019611,0.816666664,1.559282478,1.360583375,1.199181503
a mother in law maternal is,100,0.622999994,0.504999995,0.730999995,1.551399166,1.278523057,1.297837744
a mother is,94,2.897872334,2.429787229,1.341489362,1.180302379,1.302258567,1.637360155
a mourner is,93,-0.167391302,-1.451086948,-1.807526881,1.500776979,1.475923587,1.357125848
a muderer is,98,-3.620408162,1.560204083,1.569387749,0.687436474,1.86794665,1.64024188
a mugger is,135,-3.381481484,0.911111104,1.83555555,0.75874851,1.948388792,1.606213057
a murderess is,201,-3.495024885,1.627860691,1.241999994,0.964559552,1.650127235,1.788105864
a music director is,114,1.949122793,1.485964904,1.722807016,1.138174721,1.131439459,1.214152176
a musician is,101,2.130693052,1.335643555,2.144554437,1.123364812,1.111717956,1.138812993
a Muslim is,90,0.005555552,-0.053333333,0.168888885,1.586910008,1.184373917,1.18166179
a Navy enlistee is,134,1.833582084,0.590298506,1.421641779,1.43830226,1.781478194,1.498940065
a Navy officer is,135,2.01777777,2.058518516,1.768148136,1.451497766,1.331444347,1.268131292
a Navy reservist is,90,1.799999986,1.301111115,0.983333328,1.49984847,1.414967704,1.348678082
a negotiator is,100,2.04899999,2.070999993,1.057999994,1.198778416,1.069814952,1.679657241
a neighbor is,102,1.383333324,0.03137255,0.056862743,1.229350888,0.777910425,0.802164122
a nephew is,101,1.738613856,-0.244554451,1.170297031,1.457461509,1.51403271,1.29410545
a neurotic is,98,-1.474489793,-1.310204071,1.449999987,1.181848216,1.271129847,1.485757118
a newcomer is,100,0.959999997,-1.265999997,-0.66,1.108643722,1.401602253,1.31110255
a newlywed is,106,2.035849044,0.927358489,1.292452818,1.324723769,1.141972645,1.218015403
a newscaster is,90,0.97777778,1.326666671,1.873333324,1.216347244,1.155524109,1.109894212
a niece is,90,1.920224715,-0.332222219,0.958888885,1.379573366,1.351805095,1.296485692
a night watchman is,102,1.602941164,0.899999994,-0.80980392,1.161379834,1.063526722,1.396566492
a ninny is,85,-1.490588236,-1.880952371,-0.22142857,1.245240798,1.116305884,1.703155911
a nitwit is,104,-2.19711538,-2.152884607,-0.809615374,1.134152673,1.182802062,1.82764738
a nobody is,101,-1.007920792,-2.744554458,-2.205940588,1.227003112,1.284715944,1.245858886
a nonconformist is,104,0.929807691,0.820192308,0.70480769,1.392342423,1.205841751,1.461238983
a nonsmoker is,102,2.35392156,1.214705883,0.005882353,1.415939778,1.396629401,1.332371026
a novice is,101,0.079207917,-1.427722767,-0.664356431,1.08123233,1.252526945,1.342429446
